TAIR_OBJECT_ID	NAME
2010395	AT1G12850.1
2010400	AT1G12950.1
2010405	AT1G12960.1
2010418	AT1G27990.1
2010423	AT1G27910.1
2010428	AT1G28000.1
2010433	AT1G27920.1
2010438	AT1G28090.1
2010443	AT1G28010.1
2010448	AT1G27930.1
2010453	AT1G28110.1
2010458	AT1G28020.1
2010463	AT1G27940.1
2010468	AT1G28120.1
2010473	AT1G28030.1
2010478	AT1G27950.1
2010488	AT1G28040.1
2010493	AT1G27960.1
2010503	AT1G28050.1
2010508	AT1G27970.1
2010518	AT1G28060.1
2010523	AT1G27980.1
2010533	AT1G28070.1
2010538	AT1G28100.1
2010543	AT1G28080.1
2010548	AT1G27900.1
2010561	AT1G04990.1
2010566	AT1G04900.1
2010571	AT1G04890.1
2010576	AT1G04980.1
2010581	AT1G04790.1
2010586	AT1G04880.1
2010591	AT1G04970.1
2010596	AT1G04780.1
2010601	AT1G04960.1
2010606	AT1G04870.1
2010611	AT1G04770.1
2010616	AT1G04940.1
2010621	AT1G04860.1
2010626	AT1G04760.1
2010631	AT1G04930.1
2010636	AT1G04850.1
2010646	AT1G04920.1
2010651	AT1G04840.1
2010656	AT1G04910.1
2010661	AT1G04830.1
2010666	AT1G04950.1
2010671	AT1G04810.1
2010676	AT1G04820.1
2010681	AT1G04800.1
2010687	AT1G56440.1
2010692	AT1G56450.1
2010702	AT1G56460.1
2010707	AT1G56400.1
2010712	AT1G56410.1
2010717	AT1G56430.1
2010722	AT1G56340.1
2010727	AT1G56500.1
2010737	AT1G56510.1
2010742	AT1G56530.1
2010757	AT1G56420.1
2010770	AT1G64770.1
2010775	AT1G64980.1
2010780	AT1G64900.1
2010785	AT1G64830.1
2010790	AT1G64780.1
2010795	AT1G64990.1
2010800	AT1G64910.1
2010805	AT1G64840.1
2010810	AT1G64710.1
2010815	AT1G64920.1
2010820	AT1G64850.1
2010825	AT1G65010.1
2010830	AT1G64930.1
2010835	AT1G64720.1
2010840	AT1G64940.1
2010845	AT1G64740.1
2010850	AT1G64750.1
2010855	AT1G64680.1
2010860	AT1G64800.1
2010865	AT1G65000.1
2010870	AT1G64860.1
2010880	AT1G64870.1
2010885	AT1G64950.1
2010890	AT1G64790.1
2010895	AT1G64880.1
2010900	AT1G64960.1
2010905	AT1G64810.1
2010910	AT1G64890.1
2010915	AT1G64760.1
2010920	AT1G64970.1
2010925	AT1G64820.1
2010949	AT1G55030.1
2010959	AT1G54980.1
2010969	AT1G54950.1
2010974	AT1G54960.1
2010984	AT1G54930.1
2010989	AT1G54970.1
2010999	AT1G54990.1
2011004	AT1G54870.1
2011009	AT1G54890.1
2011019	AT1G55000.1
2011029	AT1G55020.1
2011034	AT1G54920.1
2011039	AT1G55040.1
2011044	AT1G54940.1
2011049	AT1G55050.1
2011054	AT1G55010.1
2011200	AT1G18890.1
2011205	AT1G18990.1
2011210	AT1G18900.1
2011215	AT1G19000.1
2011225	AT1G19100.1
2011230	AT1G19010.1
2011235	AT1G19110.1
2011240	AT1G18940.1
2011245	AT1G19120.1
2011250	AT1G19130.1
2011255	AT1G19030.1
2011260	AT1G18950.1
2011265	AT1G18910.1
2011275	AT1G18960.1
2011280	AT1G18930.1
2011285	AT1G19050.1
2011290	AT1G18970.1
2011295	AT1G19020.1
2011300	AT1G19060.1
2011305	AT1G18980.1
2011310	AT1G19080.1
2011315	AT1G19090.1
2011320	AT1G19040.1
2011325	AT1G19070.1
2011338	AT1G35710.1
2011343	AT1G35720.1
2011348	AT1G35730.1
2011354	AT1G35740.1
2011359	AT1G35750.1
2011364	AT1G35760.1
2011369	AT1G35770.1
2011374	AT1G35780.1
2011419	AT1G26130.1
2011455	AT1G52740.1
2011460	AT1G52830.1
2011465	AT1G52920.1
2011470	AT1G52840.1
2011475	AT1G52750.1
2011480	AT1G52850.1
2011485	AT1G52930.1
2011495	AT1G52870.1
2011505	AT1G52820.1
2011510	AT1G52760.1
2011515	AT1G52880.1
2011525	AT1G53020.1
2011530	AT1G52890.1
2011540	AT1G52900.1
2011550	AT1G52770.1
2011555	AT1G52910.1
2011565	AT1G52780.1
2011575	AT1G52790.1
2011580	AT1G52800.1
2011585	AT1G52810.1
2011660	AT1G76620.1
2011670	AT1G76550.1
2011675	AT1G76560.1
2011690	AT1G76570.1
2011700	AT1G76500.1
2011705	AT1G76580.1
2011715	AT1G76510.1
2011720	AT1G76590.1
2011730	AT1G76520.1
2011740	AT1G76470.1
2011745	AT1G76530.1
2011750	AT1G76600.1
2011760	AT1G76540.1
2011765	AT1G76610.1
2011780	AT1G56260.1
2011790	AT1G56250.1
2011795	AT1G56330.1
2011805	AT1G56240.1
2011810	AT1G56320.1
2011820	AT1G56230.1
2011825	AT1G56310.1
2011830	AT1G56220.1
2011835	AT1G56200.1
2011840	AT1G56210.1
2011845	AT1G56300.1
2011850	AT1G56290.1
2011855	AT1G56280.1
2011865	AT1G56270.1
2011881	AT1G50280.1
2011886	AT1G50400.1
2011891	AT1G50270.1
2011896	AT1G50390.1
2011906	AT1G50370.1
2011911	AT1G50260.1
2011916	AT1G50160.1
2011921	AT1G50360.1
2011931	AT1G50320.1
2011936	AT1G50350.1
2011941	AT1G50220.1
2011946	AT1G50290.1
2011951	AT1G50250.1
2011956	AT1G50310.1
2011961	AT1G50200.1
2011966	AT1G50300.1
2011971	AT1G50190.1
2011981	AT1G50180.1
2011986	AT1G50170.1
2011991	AT1G50340.1
2011996	AT1G50380.1
2012009	AT1G55900.1
2012019	AT1G55910.1
2012029	AT1G56000.1
2012039	AT1G55840.1
2012044	AT1G55930.1
2012049	AT1G55850.1
2012054	AT1G55940.1
2012059	AT1G55860.1
2012069	AT1G55950.1
2012074	AT1G56030.1
2012079	AT1G55960.1
2012084	AT1G55920.1
2012099	AT1G55870.1
2012109	AT1G55880.1
2012119	AT1G55890.1
2012130	AT1G49650.1
2012135	AT1G49780.1
2012140	AT1G49700.1
2012145	AT1G49770.1
2012150	AT1G49680.1
2012155	AT1G49570.1
2012160	AT1G49760.1
2012165	AT1G49670.1
2012170	AT1G49750.1
2012175	AT1G49630.1
2012180	AT1G49740.1
2012185	AT1G49620.1
2012190	AT1G49730.1
2012195	AT1G49640.1
2012200	AT1G49610.1
2012205	AT1G49720.1
2012210	AT1G49600.1
2012216	AT1G49710.1
2012221	AT1G49590.1
2012226	AT1G49660.1
2012231	AT1G49580.1
2012239	AT1G09620.1
2012244	AT1G09550.1
2012249	AT1G09480.1
2012254	AT1G09380.1
2012259	AT1G09560.1
2012264	AT1G09490.1
2012269	AT1G09390.1
2012274	AT1G09590.1
2012279	AT1G09500.1
2012284	AT1G09400.1
2012289	AT1G09600.1
2012294	AT1G09410.1
2012299	AT1G09570.1
2012304	AT1G09420.1
2012309	AT1G09430.1
2012314	AT1G09510.1
2012319	AT1G09350.1
2012324	AT1G09440.1
2012329	AT1G09520.1
2012334	AT1G09580.1
2012339	AT1G09450.1
2012344	AT1G09530.1
2012349	AT1G09610.1
2012354	AT1G09460.1
2012359	AT1G09360.1
2012364	AT1G09370.1
2012369	AT1G09470.1
2012374	AT1G09540.1
2012402	AT1G68800.1
2012422	AT1G68790.1
2012432	AT1G68780.1
2012442	AT1G68760.1
2012447	AT1G68750.1
2012476	AT1G14260.1
2012481	AT1G14360.1
2012486	AT1G14270.1
2012491	AT1G14370.1
2012496	AT1G14460.1
2012501	AT1G14280.1
2012506	AT1G14380.1
2012511	AT1G14290.1
2012516	AT1G14470.1
2012521	AT1G14390.1
2012526	AT1G14300.1
2012531	AT1G14480.1
2012536	AT1G14490.1
2012541	AT1G14410.1
2012546	AT1G14330.1
2012556	AT1G14500.1
2012561	AT1G14420.1
2012566	AT1G14340.1
2012576	AT1G14510.1
2012581	AT1G14430.1
2012586	AT1G14350.1
2012591	AT1G14450.1
2012601	AT1G14440.1
2012611	AT1G14320.1
2012616	AT1G14310.1
2012621	AT1G14400.1
2012627	AT1G33780.1
2012632	AT1G33670.1
2012642	AT1G33770.1
2012652	AT1G33760.1
2012667	AT1G33750.1
2012672	AT1G33730.1
2012687	AT1G33810.1
2012692	AT1G33720.1
2012697	AT1G33710.1
2012702	AT1G33790.1
2012707	AT1G33700.1
2012712	AT1G33680.1
2012727	AT1G33800.1
2012737	AT1G10160.1
2012742	AT1G10350.1
2012747	AT1G10280.1
2012752	AT1G10170.1
2012757	AT1G10360.1
2012762	AT1G10290.1
2012767	AT1G10180.1
2012772	AT1G10370.1
2012777	AT1G10300.1
2012782	AT1G10190.1
2012787	AT1G10390.1
2012792	AT1G10310.1
2012797	AT1G10200.1
2012802	AT1G10150.1
2012807	AT1G10210.1
2012812	AT1G10400.1
2012817	AT1G10220.1
2012822	AT1G10230.1
2012827	AT1G10240.1
2012832	AT1G10140.1
2012837	AT1G10250.1
2012842	AT1G10320.1
2012847	AT1G10410.1
2012852	AT1G10260.1
2012857	AT1G10330.1
2012862	AT1G10380.1
2012867	AT1G10270.1
2012872	AT1G10340.1
2012882	AT1G20300.1
2012887	AT1G20380.1
2012892	AT1G20290.1
2012897	AT1G20370.1
2012902	AT1G20270.1
2012907	AT1G20360.1
2012912	AT1G20260.1
2012917	AT1G20350.1
2012922	AT1G20240.1
2012927	AT1G20340.1
2012932	AT1G20280.1
2012937	AT1G20330.1
2012942	AT1G20320.1
2012947	AT1G20310.1
2012970	AT1G71840.1
2012975	AT1G71740.1
2012980	AT1G71850.1
2012985	AT1G71750.1
2012990	AT1G71860.1
2012995	AT1G71760.1
2013010	AT1G71770.1
2013015	AT1G71800.1
2013020	AT1G71830.1
2013025	AT1G71790.1
2013030	AT1G71710.1
2013035	AT1G71780.1
2013040	AT1G71810.1
2013045	AT1G71820.1
2013050	AT1G71720.1
2013060	AT1G71730.1
2013133	AT1G19650.1
2013148	AT1G19640.1
2013158	AT1G19630.1
2013163	AT1G19660.1
2013189	AT1G36180.1
2013194	AT1G36260.1
2013199	AT1G36230.1
2013204	AT1G36240.1
2013209	AT1G36190.1
2013214	AT1G36280.1
2013582	AT1G29400.1
2013587	AT1G29410.1
2013592	AT1G29430.1
2013597	AT1G29440.1
2013602	AT1G29600.1
2013607	AT1G29450.1
2013617	AT1G29460.1
2013622	AT1G29620.1
2013627	AT1G29470.1
2013632	AT1G29630.1
2013637	AT1G29640.1
2013642	AT1G29480.1
2013647	AT1G29650.1
2013652	AT1G29490.1
2013657	AT1G29660.1
2013662	AT1G29670.1
2013667	AT1G29680.1
2013672	AT1G29690.1
2013677	AT1G29320.1
2013687	AT1G29340.1
2013692	AT1G29350.1
2013697	AT1G29500.1
2013702	AT1G29510.1
2013707	AT1G29520.1
2013712	AT1G29370.1
2013717	AT1G29530.1
2013727	AT1G29380.1
2013732	AT1G29540.1
2013737	AT1G29710.1
2013742	AT1G29390.1
2013747	AT1G29550.1
2013752	AT1G29420.1
2013757	AT1G29560.1
2013762	AT1G29570.1
2013767	AT1G29580.1
2013772	AT1G29590.1
2013799	AT1G66040.1
2013804	AT1G66130.1
2013809	AT1G66020.1
2013814	AT1G66060.1
2013819	AT1G66140.1
2013824	AT1G66150.1
2013829	AT1G66070.1
2013834	AT1G66100.1
2013839	AT1G66050.1
2013844	AT1G66170.1
2013849	AT1G66160.1
2013854	AT1G66080.1
2013859	AT1G66120.1
2013864	AT1G66180.1
2013869	AT1G66190.1
2013874	AT1G66090.1
2013879	AT1G66200.1
2013884	AT1G66110.1
2013889	AT1G66030.1
2013909	AT1G70870.1
2013914	AT1G70960.1
2013919	AT1G70880.1
2013929	AT1G70850.1
2013934	AT1G70900.1
2013939	AT1G71000.1
2013944	AT1G70910.1
2013949	AT1G70890.1
2013969	AT1G70840.1
2013974	AT1G70940.1
2013979	AT1G70920.1
2013984	AT1G70950.1
2013989	AT1G71020.1
2013994	AT1G70970.1
2013999	AT1G70830.1
2014004	AT1G70980.1
2014009	AT1G70990.1
2014019	AT1G70810.1
2014024	AT1G70820.1
2014053	AT1G18520.1
2014063	AT1G18510.1
2014068	AT1G18370.1
2014078	AT1G18480.1
2014083	AT1G18360.1
2014088	AT1G18470.1
2014098	AT1G18350.1
2014103	AT1G18450.1
2014108	AT1G18260.1
2014113	AT1G18330.1
2014118	AT1G18420.1
2014123	AT1G18340.1
2014128	AT1G18410.1
2014133	AT1G18440.1
2014138	AT1G18320.1
2014143	AT1G18400.1
2014148	AT1G18310.1
2014153	AT1G18390.1
2014158	AT1G18460.1
2014168	AT1G18490.1
2014178	AT1G18500.1
2014184	AT1G64380.1
2014189	AT1G64290.1
2014194	AT1G64370.1
2014199	AT1G64280.1
2014204	AT1G64390.1
2014209	AT1G64350.1
2014214	AT1G64270.1
2014224	AT1G64340.1
2014229	AT1G64260.1
2014239	AT1G64330.1
2014244	AT1G64320.1
2014254	AT1G64300.1
2014259	AT1G64410.1
2014264	AT1G64400.1
2014269	AT1G64310.1
2014274	AT1G64360.1
2014324	AT1G54070.1
2014329	AT1G54170.1
2014334	AT1G54130.1
2014339	AT1G54080.1
2014344	AT1G54180.1
2014349	AT1G54140.1
2014354	AT1G54090.1
2014359	AT1G54110.1
2014364	AT1G54020.1
2014369	AT1G54000.1
2014374	AT1G54160.1
2014379	AT1G54100.1
2014384	AT1G54030.1
2014389	AT1G54010.1
2014399	AT1G54040.1
2014404	AT1G54150.1
2014409	AT1G54050.1
2014424	AT1G54120.1
2014444	AT1G54060.1
2014449	AT1G53990.1
2014459	AT1G03350.1
2014464	AT1G03230.1
2014469	AT1G03340.1
2014474	AT1G03220.1
2014479	AT1G03330.1
2014484	AT1G03210.1
2014489	AT1G03320.1
2014494	AT1G03200.1
2014499	AT1G03310.1
2014504	AT1G03300.1
2014509	AT1G03370.1
2014514	AT1G03280.1
2014519	AT1G03270.1
2014524	AT1G03190.1
2014529	AT1G03260.1
2014534	AT1G03360.1
2014539	AT1G03290.1
2014544	AT1G03250.1
2014549	AT1G03180.1
2014554	AT1G03240.1
2014559	AT1G03170.1
2014578	AT1G76400.1
2014583	AT1G76390.1
2014593	AT1G76380.1
2014603	AT1G76370.1
2014613	AT1G76360.1
2014623	AT1G76350.1
2014628	AT1G76260.1
2014660	AT1G35560.1
2014665	AT1G35510.1
2014670	AT1G35570.1
2014675	AT1G35580.1
2014680	AT1G35620.1
2014685	AT1G35520.1
2014690	AT1G35670.1
2014695	AT1G35590.1
2014700	AT1G35530.1
2014705	AT1G35640.1
2014710	AT1G35680.1
2014715	AT1G35600.1
2014720	AT1G35610.1
2014725	AT1G35630.1
2014730	AT1G35540.1
2014735	AT1G35660.1
2014740	AT1G35550.1
2014753	AT1G13790.1
2014758	AT1G13800.1
2014773	AT1G13820.1
2014788	AT1G13860.1
2014803	AT1G13870.1
2014823	AT1G13890.1
2014828	AT1G13830.1
2014838	AT1G13900.1
2014853	AT1G13910.1
2014858	AT1G13780.1
2014873	AT1G13810.1
2014878	AT1G13880.1
2014896	AT1G21240.1
2014901	AT1G21250.1
2014906	AT1G21280.1
2014911	AT1G21270.1
2014916	AT1G21290.1
2014921	AT1G21190.1
2014926	AT1G21300.1
2014936	AT1G21320.1
2014941	AT1G21200.1
2014946	AT1G21310.1
2014951	AT1G21210.1
2014956	AT1G21220.1
2014961	AT1G21230.1
2014972	AT1G65080.1
2014987	AT1G65030.1
2014992	AT1G65040.1
2014997	AT1G65050.1
2015002	AT1G65060.1
2015007	AT1G65070.1
2015020	AT1G22170.1
2015025	AT1G22250.1
