TAIR_OBJECT_ID	NAME
2826814	AT1G47816.1
2826819	AT1G47765.1
2826824	AT1G47813.1
2826865	AT1G35115.1
2826870	AT1G35130.1
2826875	AT1G35186.1
2826880	AT1G35183.1
2826885	AT1G35146.1
2826891	AT1G35143.1
2826896	AT1G35120.1
2826901	AT1G36775.1
2826932	AT1G47405.1
2826943	AT1G29715.1
2826950	AT1G62550.1
2826957	AT1G30340.1
2826962	AT1G30310.1
2826967	AT1G59359.1
2826972	AT1G59171.1
2826977	AT1G59218.1
2826982	AT1G59453.1
2826987	AT1G58983.1
2826992	AT1G59312.1
2826997	AT1G59406.1
2827004	AT1G59265.1
2827009	AT1G59077.1
2827015	AT1G59030.1
2827021	AT1G58889.1
2827031	AT1G58936.1
2827037	AT1G59124.1
2827050	AT1G55470.1
2827076	AT1G02335.1
2827082	AT1G47930.1
2827098	AT1G08065.1
2827103	AT1G08105.1
2827138	AT1G55060.1
2827143	AT1G55100.1
2827159	AT1G44140.1
2827166	AT1G42520.1
2827171	AT1G42530.1
2827176	AT1G42510.1
2827181	AT1G42490.1
2827191	AT1G65385.1
2827197	AT1G65365.1
2827209	AT1G57565.1
2827214	AT1G57740.1
2827221	AT1G35270.1
2827226	AT1G35360.1
2827232	AT1G73445.1
2827246	AT1G81020.1
2827317	AT2G06390.1
2827362	AT2G20635.1
2827367	AT2G20616.1
2827372	AT2G20613.1
2827377	AT2G20625.1
2827443	AT2G04025.1
2827454	AT2G04063.1
2827460	AT2G04038.1
2827465	AT2G04036.1
2827470	AT2G04039.1
2827475	AT2G04066.1
2827496	AT2G20835.1
2827501	AT2G20825.1
2827506	AT2G20725.1
2827511	AT2G20805.1
2827522	AT2G17410.1
2827527	AT2G17290.1
2827532	AT2G17265.1
2827538	AT2G17300.1
2827543	AT2G17340.1
2827549	AT2G17380.1
2827554	AT2G17270.1
2827560	AT2G17310.1
2827565	AT2G17350.1
2827571	AT2G17390.1
2827576	AT2G17280.1
2827581	AT2G17320.1
2827586	AT2G17440.1
2827596	AT2G17330.1
2827601	AT2G17420.1
2827606	AT2G17430.1
2827611	AT2G17360.1
2827616	AT2G17260.1
2827621	AT2G17370.1
2827628	AT2G17050.1
2827633	AT2G17090.1
2827638	AT2G17060.1
2827643	AT2G17020.1
2827649	AT2G17110.1
2827655	AT2G17030.1
2827660	AT2G17070.1
2827665	AT2G17115.1
2827670	AT2G17000.1
2827675	AT2G17040.1
2827680	AT2G17080.1
2827685	AT2G17120.1
2827690	AT2G17010.1
2827695	AT2G17130.1
2827700	AT2G17140.1
2827708	AT2G04625.1
2827716	AT2G31035.1
2827732	AT2G28755.1
2827775	AT2G12195.1
2827794	AT2G17850.1
2827799	AT2G17840.1
2827804	AT2G17860.1
2827809	AT2G17870.1
2827814	AT2G17920.1
2827819	AT2G17880.1
2827825	AT2G17890.1
2827830	AT2G17900.1
2827835	AT2G17820.1
2827845	AT2G17830.1
2827851	AT2G17910.1
2827880	AT2G17660.1
2827885	AT2G17710.1
2827890	AT2G17670.1
2827895	AT2G17790.1
2827900	AT2G17750.1
2827905	AT2G17720.1
2827910	AT2G17680.1
2827915	AT2G17800.1
2827920	AT2G17760.1
2827925	AT2G17730.1
2827930	AT2G17770.1
2827937	AT2G17690.1
2827942	AT2G17700.1
2827947	AT2G17740.1
2827952	AT2G17780.1
2827967	AT2G07687.1
2827977	AT2G07686.1
2828007	AT2G07674.1
2828012	AT2G07685.1
2828045	AT2G07693.1
2828050	AT2G07696.1
2828055	AT2G07719.1
2828060	AT2G07708.1
2828065	AT2G07705.1
2828070	AT2G07694.1
2828075	AT2G07714.1
2828080	AT2G07712.1
2828085	AT2G07692.1
2828090	AT2G07691.1
2828095	AT2G07695.1
2828100	AT2G07709.1
2828105	AT2G07698.1
2828110	AT2G07713.1
2828115	AT2G07711.1
2828120	AT2G07699.1
2828125	AT2G07715.1
2828130	AT2G07706.1
2828135	AT2G07701.1
2828140	AT2G07716.1
2828145	AT2G07688.1
2828150	AT2G07704.1
2828155	AT2G07702.1
2828160	AT2G07717.1
2828170	AT2G07703.1
2828175	AT2G07718.1
2828180	AT2G07689.1
2828185	AT2G07697.1
2828190	AT2G07707.1
2828195	AT2G07721.1
2828215	AT2G25975.1
2828244	AT2G40955.1
2828322	AT2G07727.1
2828327	AT2G07731.1
2828332	AT2G07728.1
2828337	AT2G07729.1
2828342	AT2G07741.1
2828347	AT2G07739.1
2828352	AT2G07724.1
2828357	AT2G07738.1
2828362	AT2G07723.1
2828367	AT2G07737.1
2828372	AT2G07736.1
2828377	AT2G07735.1
2828382	AT2G07734.1
2828390	AT2G07650.1
2828395	AT2G10605.1
2828414	AT2G28605.1
2828464	AT3G11300.1
2828472	AT3G30802.1
2828498	AT3G10575.1
2828506	AT3G24005.1
2828511	AT3G23955.1
2828522	AT3G22620.1
2828527	AT3G22555.1
2828536	AT3G06895.1
2828585	AT3G02065.1
2828591	AT3G32415.1
2828596	AT3G32445.1
2828601	AT3G32377.1
2828606	AT3G32397.1
2828611	AT3G32405.1
2828616	AT3G32475.1
2828621	AT3G32677.1
2828626	AT3G32435.1
2828631	AT3G32389.1
2828636	AT3G32425.1
2828641	AT3G32375.1
2828646	AT3G32395.1
2828651	AT3G32383.1
2828656	AT3G32393.1
2828661	AT3G32385.1
2828666	AT3G32387.1
2828671	AT3G32455.1
2828676	AT3G32373.1
2828681	AT3G32391.1
2828686	AT3G32465.1
2828692	AT3G32092.1
2828697	AT3G32118.1
2828702	AT3G32093.1
2828707	AT3G32047.1
2828712	AT3G32095.1
2828717	AT3G32043.1
2828722	AT3G32135.1
2828727	AT3G32112.1
2828732	AT3G32115.1
2828737	AT3G32116.1
2828742	AT3G32164.1
2828747	AT3G32091.1
2828752	AT3G32168.1
2828759	AT3G26295.1
2828764	AT3G26483.1
2828769	AT3G26486.1
2828774	AT3G03855.1
2828780	AT3G34299.1
2828785	AT3G35707.1
2828800	AT3G37820.1
2828805	AT3G38525.1
2828810	AT3G39935.1
2828815	AT3G41345.1
2828820	AT3G40640.1
2828825	AT3G39230.1
2828830	AT3G36411.1
2828837	AT3G30713.1
2828842	AT3G30709.1
2828847	AT3G30715.1
2828852	AT3G30719.1
2828857	AT3G30716.1
2828862	AT3G30721.1
2828867	AT3G30717.1
2828872	AT3G30722.1
2828877	AT3G30718.1
2828882	AT3G30711.1
2828887	AT3G30712.1
2828911	AT3G05415.1
2828992	AT3G06437.1
2828997	AT3G06433.1
2829033	AT3G20705.1
2829038	AT3G09385.1
2829044	AT3G09375.1
2829059	AT3G22945.1
2829064	AT3G22955.1
2829069	AT3G32195.1
2829074	AT3G32295.1
2829079	AT3G32305.1
2829084	AT3G32223.1
2829089	AT3G32205.1
2829094	AT3G32176.1
2829099	AT3G32226.1
2829104	AT3G32275.1
2829116	AT3G04715.1
2829121	AT3G04717.1
2829126	AT3G04605.1
2829133	AT3G09915.1
2829145	AT3G31935.1
2829150	AT3G31945.1
2829155	AT3G31955.1
2829163	AT3G32172.1
2829170	AT3G30815.1
2829175	AT3G30805.1
2829180	AT3G30819.1
2829185	AT3G30834.1
2829190	AT3G30821.1
2829195	AT3G30836.1
2829200	AT3G30817.1
2829205	AT3G30818.1
2829210	AT3G30837.1
2829215	AT3G30825.1
2829220	AT3G30835.1
2829225	AT3G30811.1
2829230	AT3G30831.1
2829235	AT3G30812.1
2829240	AT3G30832.1
2829245	AT3G30833.1
2829250	AT3G30814.1
2829255	AT3G30813.1
2829261	AT3G19045.1
2829266	AT3G18955.1
2829277	AT3G25815.1
2829287	AT3G25725.1
2829294	AT3G23145.1
2829306	AT3G27883.1
2829311	AT3G27886.1
2829316	AT3G27895.1
2829321	AT3G30122.1
2829326	AT3G29792.1
2829331	AT3G29787.1
2829336	AT3G29798.1
2829341	AT3G29805.1
2829346	AT3G29791.1
2829351	AT3G29796.1
2829356	AT3G29970.1
2829361	AT3G27327.1
2829369	AT3G24982.1
2829374	AT3G28945.1
2829379	AT3G28955.1
2829384	AT3G29032.1
2829392	AT3G24927.1
2829408	AT3G25826.1
2829414	AT3G20087.1
2829419	AT3G20075.1
2829424	AT3G20083.1
2829429	AT3G20085.1
2829437	AT3G17203.1
2829451	AT3G26805.1
2829462	AT3G30685.1
2829467	AT3G30663.1
2829472	AT3G30703.1
2829477	AT3G30695.1
2829482	AT3G30708.1
2829487	AT3G30665.1
2829492	AT3G30668.1
2829499	AT3G20935.1
2829504	AT3G26525.1
2829509	AT3G26614.1
2829518	AT3G27785.1
2829524	AT3G12915.1
2829535	AT3G30748.1
2829540	AT3G30743.1
2829545	AT3G30742.1
2829550	AT3G30744.1
2829555	AT3G30745.1
2829560	AT3G30763.1
2829565	AT3G30747.1
2829570	AT3G30764.1
2829575	AT3G30746.1
2829580	AT3G30765.1
2829585	AT3G30749.1
2829590	AT3G30767.1
2829596	AT3G30218.1
2829601	AT3G30211.1
2829606	AT3G30212.1
2829611	AT3G30219.1
2829616	AT3G30213.1
2829621	AT3G30214.1
2829626	AT3G30216.1
2829635	AT3G30852.1
2829640	AT3G30847.1
2829645	AT3G30846.1
2829650	AT3G30844.1
2829655	AT3G30838.1
2829660	AT3G30867.1
2829665	AT3G30842.1
2829670	AT3G30885.1
2829675	AT3G30841.1
2829680	AT3G30859.1
2829685	AT3G30875.1
2829691	AT3G25225.1
2829701	AT3G22232.1
2829712	AT3G22237.1
2829722	AT3G22133.1
2829727	AT3G22136.1
2829733	AT3G17715.1
2829740	AT3G28855.1
2829745	AT3G28865.1
2829750	AT3G28915.1
2829768	AT3G28153.1
2829774	AT3G28005.1
2829787	AT3G14515.1
2829792	AT3G14517.1
2829798	AT3G29648.1
2829803	AT3G29725.1
2829808	AT3G29727.1
2829813	AT3G29755.1
2829818	AT3G29732.1
2829823	AT3G29695.1
2829828	AT3G29762.1
2829833	AT3G29734.1
2829843	AT3G29736.1
2829853	AT3G29738.1
2829858	AT3G29766.1
2829866	AT3G27095.1
2829871	AT3G27025.1
2829916	AT3G15602.1
2829921	AT3G30585.1
2829927	AT3G26932.1
2829934	AT3G18145.1
2829942	AT3G24675.1
2829949	AT3G30455.1
2829954	AT3G30465.1
2829959	AT3G30505.1
2829964	AT3G30433.1
2829969	AT3G30436.1
2829975	AT3G26165.1
2829980	AT3G26265.1
2829987	AT3G29618.1
2829992	AT3G29595.1
2829997	AT3G29632.1
2830002	AT3G29612.1
2830007	AT3G29634.1
2830012	AT3G29615.1
2830017	AT3G29578.1
2830022	AT3G29577.1
2830030	AT3G29365.1
2830036	AT3G29175.1
2830041	AT3G30405.1
2830046	AT3G30411.1
2830051	AT3G30393.1
2830056	AT3G30415.1
2830061	AT3G30413.1
2830066	AT3G30418.1
2830071	AT3G30416.1
2830076	AT3G30396.1
2830082	AT3G15935.1
2830087	AT3G18773.1
2830092	AT3G18777.1
2830098	AT3G29572.1
2830105	AT3G25495.1
2830111	AT3G23085.1
2830117	AT3G29078.1
2830122	AT3G29153.1
2830127	AT3G29105.1
2830132	AT3G29156.1
2830137	AT3G29076.1
2830144	AT3G29205.1
2830149	AT3G29255.1
2830154	AT3G29187.1
2830163	AT3G23725.1
2830168	AT3G09165.1
2830174	AT3G28315.1
2830180	AT3G28300.1
2830185	AT3G28295.1
2830190	AT3G28705.1
2830196	AT3G21965.1
2830201	AT3G21945.1
2830206	AT3G21985.1
2830211	AT3G22053.1
2830216	AT3G22057.1
2830221	AT3G21933.1
2830226	AT3G21937.1
2830239	AT3G29515.1
2830244	AT3G29525.1
2830250	AT3G29643.1
2830255	AT3G29647.1
2830261	AT3G29641.1
2830266	AT3G29642.1
2830272	AT3G33154.1
2830277	AT3G33178.1
2830282	AT3G33157.1
2830287	AT3G33181.1
2830292	AT3G33160.1
2830297	AT3G33185.1
2830302	AT3G33163.1
2830307	AT3G33189.1
2830312	AT3G33166.1
2830317	AT3G33193.1
2830322	AT3G33169.1
2830327	AT3G33172.1
2830332	AT3G33175.1
2830343	AT3G33005.1
2830348	AT3G32975.1
2830353	AT3G33011.1
2830358	AT3G33006.1
2830363	AT3G32970.1
2830368	AT3G33009.1
2830373	AT3G33008.1
2830378	AT3G32968.1
2830383	AT3G33004.1
2830388	AT3G33025.1
2830393	AT3G33002.1
2830398	AT3G33030.1
2830403	AT3G33000.1
2830408	AT3G33055.1
2830413	AT3G32966.1
2830418	AT3G32964.1
2830423	AT3G33035.1
2830428	AT3G32962.1
2830433	AT3G33045.1
2830441	AT3G08943.1
2830446	AT3G08947.1
2830451	AT3G08885.1
2830461	AT3G33091.1
2830466	AT3G33106.1
2830471	AT3G33109.1
2830476	AT3G33112.1
2830481	AT3G33115.1
2830486	AT3G33100.1
2830491	AT3G33103.1
2830496	AT3G33097.1
2830501	AT3G33094.1
2830513	AT3G31904.1
2830518	AT3G31630.1
2830523	AT3G31720.1
2830528	AT3G31810.1
2830533	AT3G31905.1
2830538	AT3G31903.1
2830543	AT3G31906.1
2830548	AT3G31908.1
2830553	AT3G31902.1
2830559	AT3G30145.1
2830564	AT3G30147.1
2830569	AT3G30183.1
2830574	AT3G30187.1
2830583	AT3G12143.1
2830593	AT3G31359.1
2830598	AT3G31373.1
2830603	AT3G31358.1
2830608	AT3G31375.1
2830613	AT3G31356.1
2830618	AT3G31377.1
2830623	AT3G31355.1
2830628	AT3G31314.1
2830633	AT3G31403.1
2830638	AT3G31406.1
2830643	AT3G31395.1
2830648	AT3G31374.1
2830653	AT3G31317.1
2830658	AT3G31312.1
2830663	AT3G31367.1
2830668	AT3G31365.1
2830673	AT3G31357.1
2830679	AT3G31475.1
2830684	AT3G31425.1
2830691	AT3G44390.1
2830699	AT3G31023.1
2830704	AT3G31161.1
2830714	AT3G29764.1
2830719	AT3G29767.1
2830724	AT3G29776.1
2830729	AT3G29768.1
2830734	AT3G29777.1
2830739	AT3G29771.1
2830744	AT3G29778.1
2830749	AT3G29772.1
2830754	AT3G29775.1
2830759	AT3G29773.1
2830764	AT3G29779.1
2830769	AT3G29769.1
2830774	AT3G29774.1
2830779	AT3G29781.1
2830784	AT3G29783.1
2830790	AT3G33124.1
2830795	AT3G33130.1
2830800	AT3G33127.1
2830805	AT3G33142.1
2830810	AT3G33133.1
2830815	AT3G33145.1
2830820	AT3G33136.1
2830825	AT3G33148.1
2830830	AT3G33139.1
2830840	AT3G33118.1
2830845	AT3G33121.1
2830852	AT3G04445.1
2830867	AT3G30733.1
2830872	AT3G30737.1
2830877	AT3G30724.1
2830882	AT3G30727.1
2830890	AT3G33215.1
2830895	AT3G33570.1
2830900	AT3G33225.1
2830905	AT3G33575.1
2830910	AT3G33235.1
2830915	AT3G33585.1
2830920	AT3G33377.1
2830925	AT3G33595.1
2830930	AT3G33197.1
2830935	AT3G33537.1
2830940	AT3G33545.1
2830945	AT3G33555.1
2830950	AT3G33201.1
2830955	AT3G33565.1
2830960	AT3G33205.1
2830972	AT3G30335.1
2830979	AT3G32894.1
2830984	AT3G32895.1
2830989	AT3G32912.1
2830994	AT3G32897.1
2830999	AT3G32914.1
2831004	AT3G32898.1
2831009	AT3G32917.1
2831014	AT3G32899.1
2831019	AT3G32901.1
2831024	AT3G32925.1
2831029	AT3G32893.1
2831039	AT3G08505.1
2831047	AT3G32360.1
2831052	AT3G32313.1
2831057	AT3G32316.1
2831062	AT3G32371.1
2831068	AT3G32035.1
2831073	AT3G32022.1
2831078	AT3G32024.1
2831083	AT3G32026.1
2831088	AT3G32028.1
2831093	AT3G32029.1
2831098	AT3G32031.1
2831103	AT3G32032.1
2831108	AT3G32021.1
2831116	AT3G01015.1
2831351	AT4G34131.1
2831358	AT4G18570.1
2831363	AT4G18375.1
2831474	AT4G20620.1
2831479	AT4G20540.1
2831484	AT4G20630.1
2831489	AT4G20550.1
2831494	AT4G20640.1
2831499	AT4G20560.1
2831504	AT4G20650.1
2831509	AT4G20570.1
2831514	AT4G20580.1
2831519	AT4G20590.1
2831524	AT4G20600.1
2831529	AT4G20610.1
2831542	AT4G16870.1
2831547	AT4G14100.1
2831619	AT4G01575.1
2831680	AT4G11175.1
2831729	AT4G09310.1
2831838	AT5G03500.1
2831843	AT5G03340.1
2831848	AT5G03430.1
2831853	AT5G03360.1
2831858	AT5G03530.1
2831863	AT5G03460.1
2831868	AT5G03560.1
2832004	AT5G28380.1
2832107	AT5G36734.1
2832112	AT5G36732.1
2832117	AT5G36670.1
2832131	AT5G11350.1
2832140	AT5G26751.1
2832149	AT5G36820.1
2832154	AT5G36800.1
2832389	AT5G50565.1
2832455	AT5G50710.1
2832460	AT5G50640.1
2832465	AT5G50660.1
2832471	AT5G50670.1
2832476	AT5G50680.1
2832481	AT5G50690.1
2832486	AT5G50700.1
2832496	AT5G50650.1
2832615	AT5G36770.1
2832724	AT5G55890.1
2832874	AT5G37475.1
2832879	AT5G37445.1
2832895	AT5G19850.1
2832914	AT5G34895.1
2832921	AT5G13240.1
2833025	AT1G47783.1
2833029	AT2G11550.1
3353690	AT1G67090.1
3433034	AT1G58130.1
3433038	AT1G58180.1
3433042	AT1G58140.1
3433046	AT1G58100.1
3433050	AT1G58090.1
3433054	AT1G58110.1
3433058	AT1G58120.1
3433062	AT1G58150.1
3433066	AT1G58160.1
3433070	AT1G58170.1
3433074	AT1G10850.1
3433079	AT1G01860.1
3433084	AT1G05930.1
3433088	AT1G27600.1
3433096	AT1G27595.1
3433100	AT1G27630.1
3433104	AT1G27580.1
3433108	AT1G27650.1
3433112	AT1G27640.1
3433116	AT1G27610.1
3433120	AT1G27620.1
3433124	AT1G68140.1
3433128	AT1G14970.1
3433132	AT1G33330.1
3433136	AT1G33340.1
3433140	AT1G33380.1
3433144	AT1G33360.1
3433148	AT1G33390.1
3433152	AT1G33320.1
3433156	AT1G33350.1
3433160	AT1G33300.1
3433164	AT1G61270.1
3433168	AT1G22380.1
3433172	AT1G22630.1
3433180	AT1G22620.1
3433184	AT1G57990.1
3433188	AT1G57980.1
3433194	AT1G12770.1
3433198	AT1G04750.1
3433202	AT1G49540.1
3433206	AT1G49530.1
3433210	AT1G49550.1
3433214	AT1G33660.1
3433218	AT1G33640.1
3433222	AT1G66000.1
3433226	AT1G66010.1
3433230	AT1G53940.1
3433234	AT1G53950.1
3433238	AT1G53970.1
3433242	AT1G53980.1
3433246	AT1G53930.1
3433250	AT1G21170.1
3433254	AT1G65020.1
3433258	AT1G58210.1
3433262	AT1G58230.1
3433270	AT1G58200.1
3433274	AT1G58220.1
3433278	AT1G63020.1
3433282	AT1G63030.1
3433286	AT1G30860.1
3433290	AT1G30870.1
3433294	AT1G27510.1
3433298	AT1G71870.1
3433307	AT1G42240.1
3433312	AT1G42260.1
3433317	AT1G42060.1
3433322	AT1G42100.1
3433327	AT1G42310.1
3433332	AT1G42300.1
3433342	AT1G42270.1
3433347	AT1G42130.1
3433352	AT1G42210.1
3433357	AT1G42280.1
3433362	AT1G42160.1
3433367	AT1G42180.1
3433372	AT1G42290.1
3433377	AT1G42170.1
3433382	AT1G42320.1
3433398	AT1G42090.1
3433403	AT1G22830.1
3433407	AT1G16710.1
3433411	AT1G16730.1
3433415	AT1G16760.1
3433419	AT1G16720.1
3433423	AT1G16740.1
3433427	AT1G16750.1
3433431	AT1G75480.1
3433435	AT1G75470.1
3433440	AT1G75520.1
3433444	AT1G75510.1
3433448	AT1G75500.1
3433457	AT1G17630.1
3433461	AT1G17540.1
3433465	AT1G17530.1
3433469	AT1G17560.1
3433473	AT1G17545.1
3433477	AT1G17580.1
3433481	AT1G17590.1
3433485	AT1G17550.1
3433489	AT1G17615.1
3433493	AT1G17510.1
3433497	AT1G17520.1
3433501	AT1G17620.1
3433505	AT1G17600.1
3433509	AT1G17610.1
3433513	AT1G17640.1
3433517	AT1G64690.1
3433521	AT1G64700.1
3433525	AT1G67410.1
3433531	AT1G04230.1
3433535	AT1G69960.1
3433540	AT1G48260.1
3433544	AT1G48250.1
3433548	AT1G48240.1
3433552	AT1G48230.1
3433556	AT1G13590.1
3433560	AT1G13600.1
3433564	AT1G13610.1
3433568	AT1G13620.1
3433572	AT1G34904.1
3433576	AT1G34780.1
3433580	AT1G34610.1
3433584	AT1G34740.1
3433588	AT1G34750.1
3433592	AT1G34842.1
3433596	AT1G34770.1
3433600	AT1G34690.1
3433605	AT1G34760.1
3433609	AT1G34640.1
3433613	AT1G34630.1
3433617	AT1G04080.1
3433621	AT1G04070.1
3433629	AT1G02800.1
3433633	AT1G02790.1
3433637	AT1G02780.1
3433641	AT1G02750.1
3433645	AT1G02740.1
3433649	AT1G02730.1
3433653	AT1G03000.1
3433657	AT1G02770.1
3433661	AT1G75310.1
3433665	AT1G77120.1
3433670	AT1G34200.1
3433674	AT1G34180.1
3433678	AT1G34190.1
3433682	AT1G71010.1
3433686	AT1G07600.1
3433690	AT1G07610.1
3433694	AT1G63780.1
3433698	AT1G68730.1
3433702	AT1G68720.1
3433706	AT1G68725.1
3433710	AT1G68740.1
3433714	AT1G11820.1
3433722	AT1G48960.1
3433726	AT1G48950.1
3433730	AT1G48940.1
3433734	AT1G48930.1
3433738	AT1G48970.1
3433742	AT1G26340.1
3433746	AT1G26350.1
3433754	AT1G23380.1
3433758	AT1G23390.1
3433762	AT1G23400.1
3433766	AT1G23410.1
3433774	AT1G23420.1
3433778	AT1G17330.1
3433782	AT1G36610.1
3433786	AT1G31240.1
3433790	AT1G27770.1
3433798	AT1G27890.1
3433802	AT1G27790.1
3433806	AT1G27810.1
3433810	AT1G27780.1
3433814	AT1G27820.1
3433818	AT1G27800.1
3433822	AT1G29010.1
3433826	AT1G29020.1
3433830	AT1G29000.1
3433834	AT1G76630.1
3433842	AT1G38270.1
3433847	AT1G38390.1
3433856	AT1G38280.1
3433861	AT1G38400.1
3433866	AT1G38550.1
3433870	AT1G38410.1
3433875	AT1G38310.1
3433880	AT1G38416.1
3433885	AT1G38320.1
3433890	AT1G38440.1
3433895	AT1G38460.1
3433900	AT1G38450.1
3433905	AT1G43010.1
3433909	AT1G43020.1
3433913	AT1G43000.1
3433917	AT1G43005.1
3433921	AT1G43130.1
3433925	AT1G43030.1
3433930	AT1G43120.1
3433935	AT1G43110.1
3433940	AT1G49930.1
3433944	AT1G43763.1
3433948	AT1G43766.1
3433952	AT1G43755.1
3433956	AT1G43745.1
3433961	AT1G43715.1
3433966	AT1G43760.1
3433971	AT1G63600.1
3433975	AT1G63630.1
3433979	AT1G63640.1
3433983	AT1G63610.1
3433987	AT1G32080.1
3433991	AT1G71480.1
3433995	AT1G71350.1
3433999	AT1G71470.1
3434003	AT1G71430.1
3434007	AT1G71380.1
3434011	AT1G71520.1
3434015	AT1G71460.1
3434019	AT1G71420.1
3434023	AT1G71370.1
3434027	AT1G71500.1
3434031	AT1G71450.1
3434035	AT1G71410.1
3434039	AT1G71360.1
3434043	AT1G71490.1
3434047	AT1G71440.1
3434051	AT1G71400.1
3434055	AT1G71530.1
3434059	AT1G71390.1
3434063	AT1G24090.1
3434067	AT1G28540.1
3434071	AT1G28340.1
3434075	AT1G28560.1
3434079	AT1G28550.1
3434083	AT1G28530.1
3434087	AT1G25380.1
3434091	AT1G06690.1
3434095	AT1G06680.1
3434099	AT1G06950.1
3434103	AT1G50720.1
3434107	AT1G67100.1
3434119	AT1G25155.1
3434123	AT1G24938.1
3434128	AT1G24640.1
3434132	AT1G24650.1
3434136	AT1G25180.1
3434140	AT1G25141.1
3434144	AT1G32350.1
3434148	AT1G32260.1
3434152	AT1G32330.1
3434156	AT1G32340.1
3434160	AT1G32250.1
3434164	AT1G32270.1
3434168	AT1G32300.1
3434172	AT1G32360.1
3434176	AT1G32280.1
3434184	AT1G32320.1
3434188	AT1G51600.1
3434192	AT1G51580.1
3434196	AT1G51570.1
3434200	AT1G51380.1
3434204	AT1G51610.1
3434208	AT1G51590.1
3434212	AT1G51960.1
3434216	AT1G51970.1
3434220	AT1G65630.1
3434224	AT1G65640.1
3434228	AT1G65660.1
3434232	AT1G65670.1
3434236	AT1G65650.1
3434244	AT1G36160.1
3434256	AT1G31940.1
3434260	AT1G31970.1
3434264	AT1G31960.1
3434268	AT1G31950.1
3434272	AT1G31770.1
3434276	AT1G31760.1
3434280	AT1G31750.1
3434284	AT1G12550.1
3434288	AT1G12560.1
3434292	AT1G12480.1
3434296	AT1G12570.1
3434300	AT1G12580.1
3434304	AT1G12490.1
3434308	AT1G12520.1
3434312	AT1G12470.1
3434316	AT1G12500.1
3434320	AT1G12600.1
3434324	AT1G12540.1
3434328	AT1G12530.1
3434332	AT1G23670.1
3434336	AT1G23490.1
3434340	AT1G23510.1
3434344	AT1G23530.1
3434348	AT1G23460.1
3434352	AT1G23580.1
3434356	AT1G23590.1
3434360	AT1G23470.1
3434364	AT1G23600.1
3434368	AT1G23480.1
3434372	AT1G23500.1
3434376	AT1G23550.1
3434380	AT1G23520.1
3434384	AT1G23620.1
3434392	AT1G23540.1
3434396	AT1G23660.1
3434400	AT1G23560.1
3434404	AT1G23610.1
3434408	AT1G23640.1
3434412	AT1G52420.1
3434416	AT1G19830.1
3434420	AT1G19710.1
3434424	AT1G19700.1
3434428	AT1G19680.1
3434432	AT1G19790.1
3434436	AT1G19740.1
3434440	AT1G19670.1
3434444	AT1G19780.1
3434448	AT1G19770.1
3434456	AT1G19750.1
3434460	AT1G19835.1
3434464	AT1G19810.1
3434468	AT1G19720.1
3434472	AT1G19690.1
3434476	AT1G19800.1
3434480	AT1G19730.1
3434484	AT1G16920.1
3434488	AT1G17090.1
3434492	AT1G16910.1
3434496	AT1G16880.1
3434500	AT1G16870.1
3434504	AT1G17030.1
3434508	AT1G16860.1
3434512	AT1G17040.1
3434516	AT1G17050.1
3434520	AT1G16960.1
3434524	AT1G16850.1
3434528	AT1G17020.1
3434532	AT1G16930.1
3434536	AT1G16940.1
3434540	AT1G16890.1
3434544	AT1G17010.1
3434548	AT1G16830.1
3434552	AT1G16950.1
3434556	AT1G16900.1
3434560	AT1G16820.1
3434564	AT1G16810.1
3434568	AT1G17000.1
3434572	AT1G16840.1
3434576	AT1G17100.1
3434580	AT1G17080.1
3434584	AT1G17070.1
3434588	AT1G17060.1
3434592	AT1G55370.1
3434596	AT1G13940.1
3434600	AT1G13950.1
3434604	AT1G13960.1
3434608	AT1G14020.1
3434612	AT1G13930.1
3434616	AT1G14030.1
3434620	AT1G13990.1
3434624	AT1G13980.1
3434628	AT1G13970.1
3434632	AT1G14070.1
3434636	AT1G14000.1
3434640	AT1G14080.1
3434644	AT1G14250.1
3434648	AT1G14010.1
3434652	AT1G13920.1
3434656	AT1G14040.1
3434664	AT1G42350.1
3434668	AT1G08840.1
3434672	AT1G76900.1
3434676	AT1G34420.1
3434680	AT1G34440.1
3434684	AT1G34470.1
3434688	AT1G34430.1
3434692	AT1G34330.1
3434696	AT1G34340.1
3434700	AT1G34480.1
3434704	AT1G34410.1
3434708	AT1G60460.1
3434712	AT1G42700.1
3434716	AT1G42705.1
3434720	AT1G42718.1
3434724	AT1G42710.1
3434728	AT1G61810.1
3434732	AT1G62050.1
3434736	AT1G61800.1
3434740	AT1G21610.1
3434744	AT1G21600.1
3434748	AT1G21620.1
3434752	AT1G53140.1
3434756	AT1G43886.1
3434760	AT1G43890.1
3434764	AT1G74910.1
3434768	AT1G74900.1
3434774	AT1G74920.1
3434778	AT1G74950.1
3434782	AT1G75020.1
3434786	AT1G75000.1
3434790	AT1G74940.1
3434794	AT1G74830.1
3434798	AT1G75130.1
3434802	AT1G74820.1
3434806	AT1G74890.1
3434810	AT1G74970.1
3434814	AT1G74850.1
3434818	AT1G75010.1
3434822	AT1G74930.1
3434826	AT1G74880.1
3434830	AT1G74840.1
3434834	AT1G74960.1
3434838	AT1G74870.1
3434842	AT1G74990.1
3434846	AT1G74190.1
3434850	AT1G58370.1
3434859	AT1G15415.1
3434863	AT1G15410.1
